Database|Continent|Reference|Sample_ID|Age|d18O|d18O_2sigma|Lu176_Hf177|Hf176_Hf177|Hf176_Hf177_2sigma|eHf_initial|eHf_initial_2sigma|Tdm
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC7_18.1|2643|5.3|0.4|0.00035|0.280987|0.000018|-4.1|0.6|3259
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC7_19.1|2665|5.4|0.4|0.00051|0.280991|0.000026|-3.8|0.9|3254
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC7_19.2|2693|5.5|0.3|0.00021|0.280965|0.000034|-3.5|1.2|3260
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC7_20.1|2796|4.9|0.2|0.00036|0.280980|0.000024|-0.9|0.9|3178
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC7_25.1|2763|5.0|0.4|0.00041|0.280947|0.000028|-2.9|1.0|3277
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC7_25.2|2758|5.2|0.3|0.00026|0.280959|0.000028|-2.3|1.0|3237
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC7_26.1|2525|5.3|0.3|0.00033|0.280980|0.000032|-7.1|1.1|3346
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC7_26.2|2560|4.9|0.3|0.00016|0.280927|0.000044|-7.9|1.6|3423
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC7_27.1|2802|5.1|0.3|0.00029|0.280971|0.000030|-0.9|1.1|3186
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC7_27.2|2557|5.3|0.3|0.00019|0.280930|0.000030|-7.9|1.1|3422
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC7_32.1|2774|4.9|0.3|0.00031|0.280975|0.000020|-1.4|0.7|3197
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC7_32.2|2778|5.4|0.3|0.00028|0.280955|0.000016|-2.0|0.6|3235
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC7_35.1|2801|5.1|0.3|0.00027|0.280976|0.000028|-0.7|1.0|3173
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC7_49.1|2791|5.5|0.3|0.00026|0.280966|0.000028|-1.3|1.0|3201
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC7_49.2|2708|5.4|0.3|0.00033|0.280967|0.000028|-3.3|1.0|3259
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC7_50.1|2671|6.6|0.2|0.00027|0.280936|0.000024|-5.2|0.9|3345
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC8_11.1|2783|6.9|0.4|0.00057|0.280996|0.000016|-1.0|0.6|3175
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC8_32.1|2807|6.2|0.2|0.00456|0.280940|0.000052|-10.1|1.9|3757
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC8_34.2|2826|5.5|0.4|0.00074|0.281046|0.000034|1.5|1.2|3059
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC8_38.1|2534|7.3|0.3|0.00001|0.281064|0.000024|-3.3|0.9|3121
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC8_41.1|2527|5.5|0.3|0.00014|0.281034|0.000016|-4.8|0.6|3206
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC8_47.1|2820|5.7|0.3|0.00045|0.281000|0.000018|0.3|0.6|3128
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC8_47.2|2758|5.1|0.3|0.00049|0.280990|0.000028|-1.6|1.0|3195
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC8_49.1|2720|6.1|0.3|0.00055|0.281019|0.000018|-1.6|0.6|3162
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC8_49.2|2730|6.3|0.3|0.00031|0.281000|0.000024|-1.6|0.9|3170
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC8_56.1|2812|5.3|0.3|0.00004|0.280979|0.000014|0.1|0.5|3132
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC8_56.2|2743|5.8|0.3|0.00007|0.281002|0.000028|-0.8|1.0|3129
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC8_63.1|2831|5.9|0.3|0.00042|0.281069|0.000022|3.0|0.8|2965
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC8_63.2|2737|6.7|0.4|0.00020|0.281030|0.000032|-0.1|1.1|3086
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_2.1|2732|5.6|0.3|0.00023|0.280624|0.000024|-14.8|0.9|3985
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_4.2|2791|5.1|0.4|0.00032|0.281018|0.000034|0.5|1.2|3092
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_5.1|2714|5.7|0.5|0.00046|0.281044|0.000028|-0.7|1.0|3100
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_7.1|2807|5.7|0.4|0.00036|0.281037|0.000028|1.4|1.0|3044
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_7.2|2822|5.6|0.2|0.00029|0.281004|0.000028|0.8|1.0|3100
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_8.1|2741|6.2|0.2|0.00028|0.280881|0.000022|-5.5|0.8|3422
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_8.2|2727|6.5|0.3|0.00026|0.280863|0.000028|-6.4|1.0|3468
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_9.1|3672|6.0|0.4|0.00011|0.280394|0.000026|-0.5|0.9|3868
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_9.2|3647|6.0|0.6|0.00003|0.280403|0.000032|-0.6|1.1|3852
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_10.2|2728|3.4|0.4|0.00011|0.280823|0.000022|-7.6|0.8|3539
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_11.1|2954|4.7|0.4|0.00047|0.280615|0.000024|-10.4|0.9|3894
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_11.2|2981|5.3|0.3|0.00026|0.280619|0.000026|-9.2|0.9|3842
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_12.1|2751|4.5|0.5|0.00018|0.280869|0.000024|-5.5|0.9|3430
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_15.1|2709|5.3|0.4|0.00039|0.280821|0.000032|-8.6|1.1|3588
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_15.2|2693|5.6|0.3|0.00046|0.280961|0.000050|-4.1|1.8|3297
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_16.1|2665|5.6|0.3|0.00026|0.280790|0.000038|-10.5|1.4|3669
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_17.1|2729|5.4|0.5|0.00050|0.280901|0.000028|-5.5|1.0|3411
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_18.1|2710|5.6|0.3|0.00038|0.281025|0.000022|-1.3|0.8|3136
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_18.2|2677|5.4|0.2|0.00024|0.280838|0.000032|-8.4|1.1|3553
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_19.1|2730|5.7|0.3|0.00029|0.280982|0.000028|-2.2|1.0|3207
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_20.1|2631|5.7|0.3|0.00041|0.280882|0.000026|-8.3|0.9|3505
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_21.1|2690|6.4|0.4|0.00028|0.280639|0.000030|-15.3|1.1|3985
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_21.2|2708|6.2|0.3|0.00037|0.280633|0.000042|-15.3|1.5|3997
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_22.1|2717|5.5|0.3|0.00010|0.280656|0.000024|-13.7|0.9|3910
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_23.2|3670|3.9|0.3|0.00032|0.280422|0.000034|-0.1|1.2|3840
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_24.1|2992|5.1|0.3|0.00087|0.280914|0.000034|0.3|1.2|3264
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_24.2|2985|4.7|0.4|0.00087|0.280886|0.000030|-0.8|1.1|3330
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_25.1|3585|5.8|0.4|0.00084|0.280482|0.000034|-1.3|1.2|3843
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_26.1|2994|5.6|0.3|0.00028|0.280762|0.000034|-3.8|1.2|3522
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_27.1|2697|5.3|0.3|0.00025|0.280978|0.000026|-3.0|0.9|3233
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_29.1|2811|4.0|0.4|0.00035|0.280887|0.000044|-3.8|1.6|3373
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_29.2|2812|5.0|0.2|0.00028|0.280935|0.000030|-1.9|1.1|3258
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_30.2|2878|5.9|0.3|0.00019|0.280710|0.000030|-8.2|1.1|3700
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_31.1|2706|4.3|0.2|0.00059|0.280683|0.000032|-13.9|1.1|3914
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_34.1|2728|5.9|0.3|0.00010|0.280770|0.000030|-9.4|1.1|3654
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_35.1|2591|5.4|0.3|0.00033|0.280745|0.000030|-13.9|1.1|3821
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_36.1|2666|6.8|0.4|0.00006|0.281014|0.000028|-2.1|1.0|3152
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_37.1|2767|5.2|0.4|0.00066|0.280846|0.000024|-6.8|0.9|3527
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_38.1|2732|6.9|0.5|0.00028|0.280747|0.000028|-10.5|1.0|3723
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_43.1|2690|4.5|0.3|0.00027|0.280881|0.000028|-6.7|1.0|3454
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_44.1|2603|4.4|0.3|0.00054|0.281050|0.000024|-3.1|0.9|3165
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_48.1|2704|6.2|0.3|0.00051|0.281047|0.000026|-0.9|0.9|3105
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_50.1|2787|4.9|0.6|0.00029|0.280921|0.000028|-3.0|1.0|3306
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_54.1|2785|6.4|0.3|0.00038|0.281025|0.000028|0.5|1.0|3087
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC9_55.1|2677|5.3|0.3|0.00026|0.281040|0.000030|-1.3|1.1|3110
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC10_1.1|2811|5.4|0.3|0.00092|0.280967|0.000032|-2.0|1.1|3263
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC10_4.1|2729|4.1|0.3|0.00045|0.280656|0.000038|-14.1|1.4|3943
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC10_5.1|2770|5.3|0.4|0.00036|0.280757|0.000030|-9.4|1.1|3686
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC10_7.1|2769|5.3|0.4|0.00033|0.280965|0.000022|-2.0|0.8|3225
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC10_9.1|2746|5.8|0.3|0.00063|0.281068|0.000020|0.6|0.7|3046
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC10_10.1|2724|5.1|0.4|0.00005|0.280670|0.000022|-13.0|0.8|3870
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC10_12.1|3002|4.3|0.5|0.00065|0.280829|0.000024|-2.0|0.9|3417
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC10_13.1|3011|4.3|0.3|0.00021|0.280819|0.000036|-1.2|1.3|3377
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC10_16.1|2782|4.8|0.4|0.00076|0.281118|0.000042|3.0|1.5|2928
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC10_17.1|2760|4.7|0.5|0.00032|0.281001|0.000026|-0.9|0.9|3150
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC10_19.1|2719|5.0|0.3|0.00010|0.280894|0.000030|-5.2|1.1|3386
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC10_24.1|2791|5.1|0.5|0.00053|0.280926|0.000036|-3.2|1.3|3320
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC10_28.1|2506|5.3|0.6|0.00027|0.281060|0.000034|-4.6|1.2|3175
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC10_30.1|2982|5.0|0.5|0.00162|0.280900|0.000026|-1.9|0.9|3395
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC10_32.1|1814|6.8|0.5|0.00008|0.281541|0.000044|-3.2|1.6|2531
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC10_34.1|1863|9.3|0.3|0.00005|0.281527|0.000034|-2.5|1.2|2529
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC10_35.1|2870|4.1|0.3|0.00082|0.280978|0.000018|-0.1|0.6|3191
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC10_36.1|2755|4.8|0.3|0.00036|0.281033|0.000040|0.1|1.4|3087
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC10_37.1|2789|5.9|0.6|0.00046|0.281073|0.000042|2.1|1.5|2988
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC10_37.2|2788|5.7|0.5|0.00036|0.281034|0.000028|0.9|1.0|3063
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC10_38.1|2794|5.1|0.5|0.00036|0.281033|0.000016|1.0|0.6|3061
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC10_39.1|2990|3.8|0.5|0.00077|0.280783|0.000038|-4.2|1.4|3540
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC10_39.2|3005|5.1|0.4|0.00034|0.280796|0.000028|-2.5|1.0|3448
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC10_40.1|3206|8.3|0.4|0.00028|0.280757|0.000026|1.0|0.9|3398
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC10_40.2|3212|4.5|0.4|0.00037|0.280765|0.000034|1.2|1.2|3389
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC12_4.1|2327|6.5|0.3|0.00049|0.281030|0.000022|-10.1|0.8|3378
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC12_5.1|2934|6.3|0.2|0.00031|0.281001|0.000020|3.2|0.7|3037
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC12_8.1|1820|6.7|0.4|0.00061|0.281352|0.000020|-10.4|0.7|2990
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC12_10.1|2768|6.0|0.2|0.00099|0.280845|0.000036|-7.5|1.3|3567
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC12_13.1|1868|7.2|0.4|0.00055|0.281486|0.000036|-4.5|1.3|2657
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC12_14.1|2849|5.1|0.2|0.00037|0.281013|0.000030|1.6|1.1|3072
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC12_20.1|1844|9.7|0.3|0.00008|0.281419|0.000014|-6.8|0.5|2784
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC12_21.1|1881|8.1|0.3|0.00067|0.281587|0.000024|-0.7|0.9|2432
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC12_22.1|1836|7.9|0.4|0.00102|0.281532|0.000018|-4.1|0.6|2610
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC12_23.1|2706|6.1|0.3|0.00015|0.281015|0.000028|-1.3|1.0|3133
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC12_25.1|2686|6.9|0.4|0.00059|0.281001|0.000014|-3.1|0.5|3228
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC12_26.1|2539|7.1|0.3|0.00098|0.280947|0.000044|-9.0|1.6|3480
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC12_29.1|1794|6.7|0.4|0.00077|0.281369|0.000028|-10.6|1.0|2980
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC12_30.1|2691|6.0|0.4|0.00034|0.281064|0.000020|-0.3|0.7|3057
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC12_33.1|1858|6.2|0.2|0.00015|0.281104|0.000028|-17.8|1.0|3479
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC12_34.1|1817|7.5|0.4|0.00025|0.281116|0.000016|-18.4|0.6|3486
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC12_40.1|2726|6.5|0.2|0.00046|0.280898|0.000030|-5.6|1.1|3415
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|07LSC12_52.1|1846|6.6|0.2|0.00026|0.281230|0.000036|-13.7|1.3|3217
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|CJS 99-J5_5.2|1682|8.3|0.4|0.00238|0.281926|0.000050|4.9|1.8|1914
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|CJS 99-J5_6.1|1639|4.5|0.4|0.00148|0.281920|0.000026|4.7|0.9|1888
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|CJS 99-J5_7.1|2333|4.2|0.3|0.00062|0.281316|0.000044|0.0|1.6|2752
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|CJS 99-J5_18.1|1727|7.6|0.4|0.00085|0.281763|0.000018|1.8|0.6|2145
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|2CJS 99-J5_3.1|3495|6.1|0.3|0.00046|0.280465|0.000016|-3.0|0.6|3879
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|2CJS 99-J5_4.1|1644|8.4|0.2|0.00070|0.281791|0.000024|1.1|0.9|2122
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|2CJS 99-J5_8.1|1814|5.1|0.4|0.00049|0.281243|0.000030|-14.2|1.1|3226
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|09LSC1_2.1|1986|6.2|0.2|0.00037|0.281069|0.000020|-16.4|0.7|3494
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|09LSC1_6.2|2516|5.7|0.3|0.00033|0.281118|0.000024|-2.4|0.9|3047
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|09LSC1_11.1|2667|5.7|0.3|0.00036|0.281053|0.000028|-1.3|1.0|3099
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|09LSC1_15.1|1616|5.3|0.3|0.00008|0.281129|0.000032|-22.3|1.1|3571
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|09LSC1_19.1|1638|5.6|0.3|0.00048|0.281462|0.000036|-10.4|1.3|2848
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|09LSC1_24.1|2682|5.5|0.3|0.00049|0.281019|0.000050|-2.3|1.8|3179
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|09LSC1_28.1|2534|5.1|0.3|0.00062|0.281051|0.000022|-4.8|0.8|3215
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|09LSC1_29.1|2495|5.6|0.3|0.00072|0.281044|0.000056|-6.2|2.0|3265
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|09LSC1_36.1|2677|5.1|0.3|0.00045|0.281081|0.000024|-0.2|0.9|3040
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|09LSC1_41.1|2632|5.6|0.3|0.00033|0.281038|0.000072|-2.5|2.6|3151
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|09LSC1_46.1|2493|5.6|0.3|0.00017|0.281044|0.000026|-5.3|0.9|3209
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|09LSC1_55.1|2640|5.7|0.2|0.00062|0.281071|0.000036|-1.7|1.3|3104
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|09LSC1_67.1|2603|6.3|0.2|0.00040|0.281056|0.000022|-2.7|0.8|3137
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|09LSC1_69.1|2561|5.9|0.3|0.00060|0.281070|0.000026|-3.5|0.9|3154
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|09LSC1_71.1|1572|6.5|0.2|0.00038|0.281346|0.000020|-16.0|0.7|3140
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|09LSC4_2.1|2859|6.1|0.2|0.00078|0.280861|0.000036|-4.4|1.3|3452
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|09LSC4_5.1|2775|5.8|0.2|0.00054|0.281010|0.000032|-0.6|1.1|3146
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|09LSC4_5.2|2757|5.3|0.2|0.00031|0.280956|0.000034|-2.5|1.2|3249
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|09LSC4_6.1|2570|5.8|0.2|0.00071|0.281024|0.000022|-5.1|0.8|3262
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|09LSC4_7.1|2829|5.5|0.2|0.00045|0.280981|0.000020|-0.2|0.7|3166
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|09LSC4_14.2|2692|5.7|0.2|0.00047|0.280991|0.000022|-3.1|0.8|3233
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|09LSC4_20.1|2693|6.0|0.2|0.00022|0.280996|0.000016|-2.4|0.6|3192
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|09LSC4_21.1|2784|6.5|0.2|0.00035|0.280984|0.000026|-1.0|0.9|3176
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|09LSC4_25.1|2870|5.3|0.2|0.00019|0.280989|0.000036|1.5|1.3|3090
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|09LSC4_32.1|2833|5.8|0.2|0.00096|0.281051|0.000042|1.4|1.5|3070
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|09LSC4_33.1|2300|6.9|0.2|0.00130|0.281346|0.000024|-0.8|0.9|2772
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|09LSC4_37.1|2846|6.9|0.2|0.00043|0.280950|0.000030|-0.9|1.1|3221
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|09LSC4_38.1|2651|7.5|0.3|0.00022|0.280962|0.000018|-4.6|0.6|3294
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|09LSC4_41.1|2629|8.8|0.2|0.00004|0.281040|0.000030|-2.0|1.1|3116
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|09LSC4_42.1|1310|7.9|0.2|0.00109|0.281944|0.000036|-1.3|1.3|2005
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|09LSC4_43.1|2782|7.1|0.2|0.00047|0.281015|0.000034|-0.1|1.2|3123
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|09LSC4_50.1|2662|6.8|0.2|0.00160|0.280999|0.000026|-5.5|0.9|3361
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|09LSC4_51.1|2756|7.4|0.3|0.00037|0.280954|0.000020|-2.7|0.7|3262
Dhuime et al., 2012 Science|Eurasia|Lancaster et al. 2011, EPSL 305|09LSC4_52.1|2835|6.4|0.2|0.00068|0.281034|0.000026|1.4|0.9|3072
