Database|Continent|Reference|Sample_ID|Age|Lu176_Hf177|Hf176_Hf177|Hf176_Hf177_2sigma|eHf_initial|eHf_initial_2sigma|Tdm
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1081  |2735|0.00101|0.281065|0.000038|-0.5|1.4|3104
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1084  |1875|0.00029|0.281468|0.000026|-4.6|0.9|2671
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1086  |1055|0.00105|0.282165|0.000026|1|0.9|1656
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1087  |1730|0.00088|0.281797|0.000034|3|1.2|2069
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1089  |54|0.00072|0.283024|0.000022|9.6|0.8|281
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1094  |1438|0.00079|0.282007|0.000028|4.1|1|1766
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1099  |2753|0.00096|0.281166|0.000028|3.7|1|2862
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1100  |1040|0.00048|0.282135|0.000024|0|0.9|1708
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1109  |163|0.00246|0.282657|0.00003|-1.2|1.1|1077
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1113  |1262|0.00076|0.282166|0.00003|5.8|1.1|1512
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1118  |362|0.0013|0.282558|0.000036|-0.3|1.3|1179
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1123  |1827|0.00039|0.281438|0.000026|-6.9|0.9|2777
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1125  |551|0.00039|0.282714|0.000032|9.6|1.1|684
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1136  |1844|0.00095|0.281648|0.00004|0.2|1.4|2340
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1202  |466|0.00097|0.28253|0.000016|1.1|0.6|1175
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1203  |501|0.00154|0.282401|0.000016|-2.9|0.6|1461
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1224  |2929|0.00057|0.281011|0.000014|2.9|0.5|3051
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1233  |180|0.00114|0.282935|0.000012|9.2|0.4|413
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1240  |405|0.00132|0.282648|0.000016|3.8|0.6|946
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1244  |1085|0.00052|0.282133|0.000016|0.9|0.6|1685
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1248  |1086|0.00017|0.282225|0.000016|4.4|0.6|1459
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1252  |361|0.00042|0.282634|0.000014|2.6|0.5|990
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1256  |1410|0.00034|0.281902|0.000016|0.1|0.6|1995
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1257  |1401|0.00107|0.282066|0.000012|5.1|0.4|1673
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1260  |2740|0.00054|0.281133|0.00002|3|0.7|2895
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1266  |1702|0.00096|0.281793|0.000018|2.2|0.6|2101
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1269  |1050|0.0006|0.282205|0.000014|2.6|0.5|1547
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1271  |191|0.00109|0.283028|0.000032|12.7|1.1|191
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1274  |157|0.00033|0.282901|0.000014|7.5|0.5|501
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1282  |1401|0.00008|0.281885|0.00001|-0.4|0.4|2023
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1284  |52|0.0006|0.282936|0.000014|6.5|0.5|487
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1285  |2699|0.0003|0.281186|0.000012|4.4|0.4|2775
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1288  |1009|0.00052|0.282272|0.000016|4.1|0.6|1416
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1290  |72|0.00073|0.282553|0.000014|-6.6|0.5|1359
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1291  |2629|0.00032|0.281138|0.000018|1|0.6|2930
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1293  |143|0.0003|0.282941|0.000012|8.7|0.4|416
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1300  |371|0.00104|0.282392|0.000018|-5.9|0.6|1549
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1306  |1416|0.00053|0.281939|0.000012|1.4|0.4|1919
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1307  |2639|0.00076|0.280943|0.000016|-6.5|0.6|3404
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1311  |67|0.00119|0.282539|0.000018|-7.3|0.6|1395
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1312  |1411|0.00036|0.281946|0.000012|1.7|0.4|1896
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1316  |1837|0.00114|0.281686|0.000012|1.2|0.4|2274
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1340  |180|0.00135|0.282619|0.000014|-2|0.5|1146
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1343  |1137|0.00047|0.282196|0.000016|4.3|0.6|1507
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1349  |1417|0.00037|0.281802|0.000018|-3.3|0.6|2218
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1350  |216|0.00046|0.282601|0.000014|-1.8|0.5|1158
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1355  |1691|0.00188|0.281915|0.000032|5.2|1.1|1898
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1357  |203|0.00124|0.28256|0.00003|-3.6|1.1|1268
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1362  |1766|0.00039|0.281289|0.00002|-13.6|0.7|3146
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-1366|593|0.00076|0.282487|0.000014|2.4|0.5|1191
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-902  |2570|0.00038|0.28112|0.00002|-1.1|0.7|3014
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-906  |407|0.00115|0.282538|0.000026|0|0.9|1196
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-909  |1423|0.0018|0.281746|0.000028|-6.5|1|2427
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-911  |55|0.00055|0.282786|0.000028|1.2|1|833
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-912  |1759|0.00037|0.281261|0.000018|-14.7|0.6|3212
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-917  |1183|0.00073|0.282316|0.000028|9.4|1|1216
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-921  |221|0.00089|0.282593|0.00003|-2|1.1|1178
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-927  |1221|0.00058|0.282211|0.000026|6.6|0.9|1425
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-944  |1660|0.00065|0.281853|0.000024|3.7|0.9|1968
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-945  |2637|0.00005|0.281004|0.000024|-3.1|0.9|3192
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-946  |1873|0.00045|0.281426|0.000026|-6.4|0.9|2779
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-947  |1173|0.00092|0.282173|0.000036|4|1.3|1559
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-953  |1366|0.001|0.282141|0.00003|7|1.1|1518
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-958  |2712|0.00054|0.281161|0.000028|3.3|1|2850
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-959  |1104|0.00006|0.28195|0.000028|-4.9|1|2068
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-960  |43|0.00076|0.281986|0.000044|-27.3|1.6|2660
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-961  |2556|0.00058|0.28115|0.000022|-0.7|0.8|2978
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-970  |2649|0.00032|0.281115|0.000032|0.6|1.1|2968
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-971  |2697|0.00021|0.280901|0.000028|-5.7|1|3398
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-975  |72|0.00089|0.282609|0.000038|-4.7|1.3|1231
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-981  |2601|0.00039|0.280831|0.00003|-10.7|1.1|3633
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-984  |1001|0.00065|0.281869|0.000034|-10.4|1.2|2341
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-990  |1146|0.00081|0.282222|0.000026|5.2|0.9|1458
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-996  |947|0.00064|0.282232|0.000036|1.2|1.3|1551
Dhuime et al., 2012 Science|North America|Wang et al. 2009, GCA 73|M0-998  |189|0.00201|0.282942|0.000042|9.5|1.5|398
Dhuime et al., 2012 Science|South America|Augustsson et al. 2006, JGSL 163|CA-01-06:22  |1113|0.00051|0.282059|0.000021|-1.1|0.7|1836
Dhuime et al., 2012 Science|South America|Augustsson et al. 2006, JGSL 163|CA-01-06:25  |629|0.00009|0.282399|0.000014|0.3|0.5|1353
Dhuime et al., 2012 Science|South America|Augustsson et al. 2006, JGSL 163|CA-01-06:32  |1056|0.00054|0.282461|0.000026|11.8|0.9|1056
Dhuime et al., 2012 Science|South America|Augustsson et al. 2006, JGSL 163|CA-01-06:45|323|0.00262|0.282643|0.000019|1.6|0.7|1025
Dhuime et al., 2012 Science|South America|Augustsson et al. 2006, JGSL 163|CA-01-06:62  |927|0.00104|0.282232|0.00002|0.5|0.7|1580
Dhuime et al., 2012 Science|South America|Augustsson et al. 2006, JGSL 163|CA-01-06:63|711|0.00023|0.281519|0.000017|-29|0.6|3284
Dhuime et al., 2012 Science|South America|Augustsson et al. 2006, JGSL 163|CA-01-06:66  |1252|0.00083|0.282335|0.000019|11.5|0.7|1252
Dhuime et al., 2012 Science|South America|Augustsson et al. 2006, JGSL 163|CA-00-30:01  |1398|0.00036|0.282083|0.000021|6.3|0.7|1593
Dhuime et al., 2012 Science|South America|Augustsson et al. 2006, JGSL 163|CA-00-30:02  |1085|0.00083|0.282041|0.00002|-2.6|0.7|1909
Dhuime et al., 2012 Science|South America|Augustsson et al. 2006, JGSL 163|CA-00-30:18  |429|0.001|0.282482|0.000023|-1.4|0.8|1308
Dhuime et al., 2012 Science|South America|Augustsson et al. 2006, JGSL 163|CA-00-30:22  |526|0.00002|0.282223|0.000014|-8.2|0.5|1819
Dhuime et al., 2012 Science|South America|Augustsson et al. 2006, JGSL 163|CA-00-30:24  |3495|0.00112|0.280561|0.000025|-1.2|0.9|3767
Dhuime et al., 2012 Science|South America|Augustsson et al. 2006, JGSL 163|CA-00-30:26  |1102|0.00091|0.282337|0.000019|8.2|0.7|1227
Dhuime et al., 2012 Science|South America|Augustsson et al. 2006, JGSL 163|CA-00-30:31  |2672|0.0007|0.28119|0.000017|3.1|0.6|2829
Dhuime et al., 2012 Science|South America|Augustsson et al. 2006, JGSL 163|CA-00-30:33  |2604|0.00038|0.281082|0.000021|-1.7|0.7|3076
Dhuime et al., 2012 Science|South America|Augustsson et al. 2006, JGSL 163|CA-00-30:36  |2439|0.00037|0.281207|0.000023|-1.1|0.8|2903
Dhuime et al., 2012 Science|South America|Augustsson et al. 2006, JGSL 163|CA-00-30:37  |484|0.0016|0.282416|0.000018|-2.8|0.6|1438
Dhuime et al., 2012 Science|South America|Augustsson et al. 2006, JGSL 163|CA-00-30:42  |1211|0.0007|0.281943|0.000018|-3.2|0.6|2047
Dhuime et al., 2012 Science|South America|Augustsson et al. 2006, JGSL 163|CA-00-30:49  |1245|0.00053|0.281796|0.000031|-7.5|1.1|2348
Dhuime et al., 2012 Science|South America|Augustsson et al. 2006, JGSL 163|CA-00-30:53  |1630|0.00068|0.281975|0.00002|7.4|0.7|1712
Dhuime et al., 2012 Science|South America|Augustsson et al. 2006, JGSL 163|CA-00-30:56  |989|0.00099|0.282334|0.000014|5.6|0.5|1307
Dhuime et al., 2012 Science|South America|Augustsson et al. 2006, JGSL 163|CA-00-30:57  |569|0.00009|0.282032|0.000015|-14|0.5|2225
Dhuime et al., 2012 Science|South America|Augustsson et al. 2006, JGSL 163|CA-00-30:61  |1221|0.00179|0.282249|0.000019|7|0.7|1402
Dhuime et al., 2012 Science|South America|Augustsson et al. 2006, JGSL 163|CA-00-30:64  |578|0.00075|0.282429|0.000018|0|0.6|1333
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|BA33.116a|1447|0.00106|0.282044|NaN|5.3|1.5|1694
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|BA33.11a|1103|0.00072|0.282326|NaN|8|2|1243
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|BA33.129a|638|0.00092|0.282325|NaN|-2.4|1.6|1539
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|BA33.131a|938|0.00042|0.282191|NaN|-0.3|1.7|1642
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|BA33.132a|483|0.00058|0.282163|NaN|-11.4|1.2|1994
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|BA33.142a|820|0.0014|0.282419|NaN|4.6|1.3|1229
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|BA33.16a|713|0.00089|0.282567|NaN|7.8|1.6|936
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|BA33.20a|305|0.00144|0.282613|NaN|0.4|1|1088
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|BA33.2a|334|0.00202|0.282673|NaN|3|1.1|941
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|BA33.36a|1211|0.00092|0.282102|NaN|2.3|1.5|1698
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|BA33.53a|516|0.00125|0.282341|NaN|-4.6|1.9|1583
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|BA33.58a|440|0.00057|0.28244|NaN|-2.6|1.2|1389
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|BA33.61a|602|0.00214|0.282158|NaN|-9.6|1.6|1972
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|BA33.62a|320|0.00162|0.282608|NaN|0.5|1.2|1093
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|BA33.66a|426|0.00071|0.282374|NaN|-5.3|1|1552
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|BA33.68a|428|0.00004|0.282302|NaN|-7.6|1.7|1702
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|BA33.76a|995|0.00067|0.28214|NaN|-1|1.5|1732
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|BA33.78a|2519|0.00008|0.28104|NaN|-4.7|1.4|3191
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|BA33.83a|398|0.00051|0.282215|NaN|-11.4|1.8|1927
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|BA33.85a|365|0.00111|0.282471|NaN|-3.3|1.2|1374
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|BA33.93a|377|0.00048|0.282337|NaN|-7.6|1.4|1662
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|CON90_10_18a|504|0.00156|0.282544|NaN|2.2|1.8|1132
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|CON90_10_2_10a|439|0.00248|0.282381|NaN|-5.2|1.5|1561
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|CON90_10_2_11a|1216|0.00052|0.282085|NaN|2.1|1.7|1712
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|CON90_10_2_14a|2439|0.00077|0.281212|NaN|-1.5|2|2933
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|CON90_10_2_19a|347|0.00118|0.28251|NaN|-2.3|1.7|1296
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|CON90_10_2_30a|606|0.00065|0.282584|NaN|6.2|1.8|957
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|CON90_10_2_42a|383|0.00159|0.282271|NaN|-10.1|1.6|1827
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|CON90_10_2_43a|1050|0.00046|0.282342|NaN|7.6|1.9|1227
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|CON90_10_2_48a|485|0.00158|0.282306|NaN|-6.6|1.2|1688
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|CON90_10_2_53a|325|0.00103|0.282448|NaN|-4.9|1.9|1449
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|CON90_10_2_67a|310|0.00135|0.282541|NaN|-2|1.7|1249
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|CON90_10_45a|2020|0.00077|0.281007|NaN|-18.3|1.1|3642
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|HQ4_20a|1377|0.00064|0.282148|NaN|7.9|1.9|1474
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|HQ4_27a|964|0.00083|0.28234|NaN|5.3|1.7|1302
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|HQ4_2a|2066|0.00205|0.281389|NaN|-5.5|1.5|2881
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|HQ4_31a|1518|0.00156|0.28203|NaN|5.9|1.5|1715
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|HQ4_32a|950|0.00113|0.282416|NaN|7.5|1.6|1148
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|HQ4_35a|1321|0.00039|0.282067|NaN|3.9|1.4|1680
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|HQ4_36a|1118|0.0022|0.282384|NaN|9.3|0.9|1172
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|HQ4_37a|1065|0.00064|0.282217|NaN|3.3|1.5|1512
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|HQ4_40a|922|0.00172|0.282013|NaN|-7.7|1.2|2107
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|HQ4_47a|1472|0.00084|0.28198|NaN|3.8|1.5|1810
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|HQ4_48a|596|0.00073|0.282443|NaN|0.9|1.1|1289
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|HQ4_49a|479|0.00089|0.282336|NaN|-5.5|1.8|1609
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|HQ4_50a|433|0.00348|0.282392|NaN|-5.3|1.6|1557
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|HQ4_60a|298|0.0023|0.282587|NaN|-0.8|1.5|1163
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|HQ4_68a|457|0.00128|0.282337|NaN|-6.1|1.5|1628
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|HU4_102a|1000|0.00091|0.282229|NaN|2.1|1.5|1537
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|HU4_42a|630|0.00037|0.282611|NaN|7.8|0.9|872
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|HU4_56a|1689|0.00117|0.281674|NaN|-2.6|1.8|2392
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|HU4_70a|629|0.00012|0.282047|NaN|-12.1|1.9|2154
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|HU4_98a|1250|0.00082|0.282165|NaN|5.5|1.8|1525
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|L43_106a|482|0.00144|0.282407|NaN|-3.1|1|1457
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|L43_107a|1386|0.00111|0.282165|NaN|8.2|0.8|1458
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|L43_118a|450|0.00138|0.282423|NaN|-3.2|1.1|1438
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|L43_120a|970|0.0003|0.282301|NaN|4.4|1.1|1365
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|L43_121a|1097|0.00077|0.282287|NaN|6.4|1.2|1338
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|L43_127a|447|0.00238|0.282386|NaN|-4.9|1.3|1543
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|L43_127b|447|0.00252|0.28239|NaN|-4.8|1.6|1537
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|L43_133a|2621|0.00036|0.280909|NaN|-7.4|1.2|3446
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|L43_140a|420|0.00123|0.282392|NaN|-4.9|1|1523
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|L43_20a|1159|0.00162|0.282353|NaN|9.5|1.2|1191
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|L43_26a|1105|0.00051|0.282237|NaN|5|0.8|1435
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|L43_34a|1064|0.00068|0.282289|NaN|5.8|1.2|1350
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|L43_38a|1662|0.00184|0.281582|NaN|-7.2|1.1|2661
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|L43_40a|436|0.00096|0.28238|NaN|-4.9|1.1|1536
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|L43_45a|477|0.00082|0.282319|NaN|-6.1|1.1|1648
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|L43_53a|1345|0.00101|0.282151|NaN|6.9|0.9|1509
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|L43_58a|1189|0.00162|0.282122|NaN|1.9|1.2|1701
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|L43_5a|455|0.00113|0.282333|NaN|-6.2|0.9|1635
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|L43_69a|461|0.00105|0.282611|NaN|3.8|1|993
Dhuime et al., 2012 Science|South America|Bahlburg et al. 2009, Earth Sci. Rev. 97|L43_79a|803|0.00141|0.282391|NaN|3.3|1|1304
