Database|Reference|Sample_ID|Comments|Age|d18O|d18O_2sigma
Payne et al., 2016 LITHOS|Valley et al. (2005)|B87-24|I|3509.0|4.38|
Payne et al., 2016 LITHOS|Valley et al. (2005)|W74-6|D|3510.0|6.50|
Payne et al., 2016 LITHOS|Valley et al. (2005)|W74-7|D|3510.0|5.50|
Payne et al., 2016 LITHOS|Valley et al. (2005)|W74-4|D|3520.0|6.80|
Payne et al., 2016 LITHOS|Valley et al. (2005)|B87-5|I|3538.0|5.24|
Payne et al., 2016 LITHOS|Valley et al. (2005)|W74-5|D|3570.0|6.70|
Payne et al., 2016 LITHOS|Valley et al. (2005)|W74-20|D|3600.0|6.20|
Payne et al., 2016 LITHOS|Valley et al. (2005)|BT4-5|D|3723.0|6.30|
Payne et al., 2016 LITHOS|Valley et al. (2005)|BT4-4|D|3746.0|5.90|
Payne et al., 2016 LITHOS|Valley et al. (2005)|BT4-20|D|3751.0|5.80|
Payne et al., 2016 LITHOS|Valley et al. (2005)|BT4-2|D|3812.0|5.70|
Payne et al., 2016 LITHOS|Valley et al. (2005)|BT4-13|D|3826.0|7.30|
Payne et al., 2016 LITHOS|Valley et al. (2005)|BT3-4|D|3847.0|6.20|
Payne et al., 2016 LITHOS|Valley et al. (2005)|BT4-6|D|3862.0|6.30|
Payne et al., 2016 LITHOS|Valley et al. (2005)|W74/3-36|D|3964.0|5.50|
Payne et al., 2016 LITHOS|Valley et al. (2005)|BT4-40|D|3965.0|6.40|
Payne et al., 2016 LITHOS|Valley et al. (2005)|BT4-36|D|3973.0|6.50|
Payne et al., 2016 LITHOS|Valley et al. (2005)|W74/3-134|D|3984.0|6.30|
Payne et al., 2016 LITHOS|Valley et al. (2005)|W74/3-133|D|3996.0|5.70|
Payne et al., 2016 LITHOS|Valley et al. (2005)|W74/3-13|D|4008.0|6.30|
Payne et al., 2016 LITHOS|Valley et al. (2005)|W74-1|D|4010.0|6.80|
Payne et al., 2016 LITHOS|Valley et al. (2005)|W74/3-17|D|4013.0|6.40|
Payne et al., 2016 LITHOS|Valley et al. (2005)|W74/3-15|D|4017.0|7.30|
Payne et al., 2016 LITHOS|Valley et al. (2005)|W74/3-152|D|4029.0|6.10|
Payne et al., 2016 LITHOS|Valley et al. (2005)|W74/3-74|D|4035.0|5.60|
Payne et al., 2016 LITHOS|Valley et al. (2005)|01JH60-47|D|4038.0|6.00|
Payne et al., 2016 LITHOS|Valley et al. (2005)|01JH60-64|D|4040.0|6.50|
Payne et al., 2016 LITHOS|Valley et al. (2005)|01JH54-D2|D|4042.0|6.20|
Payne et al., 2016 LITHOS|Valley et al. (2005)|W74/3-58|D|4045.0|6.20|
Payne et al., 2016 LITHOS|Valley et al. (2005)|01JH54-58|D|4063.0|6.80|
Payne et al., 2016 LITHOS|Valley et al. (2005)|01JH36-115|D|4065.0|5.30|
Payne et al., 2016 LITHOS|Valley et al. (2005)|W74/3-170|D|4069.0|5.80|
Payne et al., 2016 LITHOS|Valley et al. (2005)|01JH54-40|D|4078.0|6.50|
Payne et al., 2016 LITHOS|Valley et al. (2005)|W74/3-32|D|4091.0|6.70|
Payne et al., 2016 LITHOS|Valley et al. (2005)|W74/3-174|D|4094.0|5.50|
Payne et al., 2016 LITHOS|Valley et al. (2005)|01JH60-68|D|4097.0|6.70|
Payne et al., 2016 LITHOS|Valley et al. (2005)|W74/3-30|D|4102.0|7.30|
Payne et al., 2016 LITHOS|Valley et al. (2005)|01JH54-81|D|4104.0|6.90|
Payne et al., 2016 LITHOS|Valley et al. (2005)|01JH54-20|D|4110.0|6.60|
Payne et al., 2016 LITHOS|Valley et al. (2005)|W74/3-41|D|4112.0|7.30|
Payne et al., 2016 LITHOS|Valley et al. (2005)|01JH60-51|D|4116.0|6.50|
Payne et al., 2016 LITHOS|Valley et al. (2005)|01JH54-10|D|4123.0|6.30|
Payne et al., 2016 LITHOS|Valley et al. (2005)|W74/3-131|D|4130.0|4.60|
Payne et al., 2016 LITHOS|Valley et al. (2005)|W74/3-62|D|4133.0|6.90|
Payne et al., 2016 LITHOS|Valley et al. (2005)|W74-10|D|4150.0|5.60|
Payne et al., 2016 LITHOS|Valley et al. (2005)|W74/3-143|D|4159.0|6.70|
Payne et al., 2016 LITHOS|Valley et al. (2005)|W74/3-154|D|4164.0|6.30|
Payne et al., 2016 LITHOS|Valley et al. (2005)|W74/2-52|D|4165.0|5.30|
Payne et al., 2016 LITHOS|Valley et al. (2005)|01JH54-78|D|4167.0|7.30|
Payne et al., 2016 LITHOS|Valley et al. (2005)|01JH54-34|D|4167.0|6.20|
Payne et al., 2016 LITHOS|Valley et al. (2005)|01JH54-68|D|4176.0|6.20|
Payne et al., 2016 LITHOS|Valley et al. (2005)|01JH60-39|D|4177.0|6.30|
Payne et al., 2016 LITHOS|Valley et al. (2005)|01JH54-17|D|4178.0|5.30|
Payne et al., 2016 LITHOS|Valley et al. (2005)|01JH54-66|D|4195.0|6.50|
Payne et al., 2016 LITHOS|Valley et al. (2005)|01JH54-D90|D|4263.0|6.40|
Payne et al., 2016 LITHOS|Valley et al. (2005)|01JH54-77|D|4324.0|6.50|
Payne et al., 2016 LITHOS|Valley et al. (2005)|01JH36-69|D|4324.0|4.60|
Payne et al., 2016 LITHOS|Valley et al. (2005)|01JH54-D7|D|4348.0|5.40|
Payne et al., 2016 LITHOS|Valley et al. (2005)|W74/2-36|D|4404.0|5.40|
Payne et al., 2016 LITHOS|van Schijndel et al. (2014)|DC1135|I_av|1221.0|4.99|0.11
Payne et al., 2016 LITHOS|van Schijndel et al. (2014)|DC0931|I_av|1720.0|5.95|0.15
Payne et al., 2016 LITHOS|van Schijndel et al. (2014)|DC0936|I_av|1741.0|7.55|0.20
Payne et al., 2016 LITHOS|van Schijndel et al. (2014)|DC1001|I_av|1753.0|4.31|0.10
Payne et al., 2016 LITHOS|van Schijndel et al. (2014)|DC0930|I_av|1769.0|9.35|0.53
Payne et al., 2016 LITHOS|van Schijndel et al. (2014)|DC1131|I_av|1816.0|5.27|0.20
Payne et al., 2016 LITHOS|van Schijndel et al. (2014)|DC1132|I_av|1819.0|5.13|0.09
Payne et al., 2016 LITHOS|van Schijndel et al. (2014)|DC1130|I_av|1826.0|4.30|0.11
Payne et al., 2016 LITHOS|van Schijndel et al. (2014)|DC0929|I_av|1870.0|4.83|0.23
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-960  |D|43.0|6.20|0.30
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1284  |D|52.0|9.20|0.20
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1089  |D|54.0|5.80|0.40
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-911  |D|55.0|9.50|0.20
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1069  |D|61.0|8.50|0.30
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1311  |D|67.0|5.80|0.20
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-975  |D|72.0|6.80|0.20
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1290  |D|72.0|8.80|0.20
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1079  |D|76.0|5.80|0.20
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1033  |D|96.0|6.10|0.30
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1034  |D|105.0|7.20|0.20
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1293  |D|143.0|5.90|0.10
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1274  |D|157.0|5.30|0.10
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1109  |D|163.0|12.00|0.40
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1233  |D|180.0|5.50|0.10
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1340  |D|180.0|4.60|0.10
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-998  |D|189.0|6.40|0.30
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1271  |D|191.0|4.90|0.20
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1357  |D|203.0|4.30|0.20
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1350  |D|216.0|5.90|0.20
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-921  |D|221.0|5.50|0.20
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1252  |D|361.0|6.20|0.10
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1118  |D|362.0|7.70|0.30
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1300  |D|371.0|9.10|0.20
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1055  |D|372.0|6.70|0.40
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1240  |D|405.0|3.10|0.20
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-906  |D|407.0|6.50|0.20
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1202  |D|466.0|5.70|0.10
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1074  |D|483.0|4.30|0.40
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1203  |D|501.0|6.80|0.20
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1004  |D|536.0|5.80|0.30
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1125  |D|551.0|5.90|0.40
Payne et al., 2016 LITHOS|Wang et al. (2009)|M0-1366|D|593.0|3.50|0.10
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-997  |D|945.0|6.30|0.20
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-996  |D|947.0|9.30|0.30
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-984  |D|1001.0|6.50|0.20
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1288  |D|1009.0|8.90|0.20
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1100  |D|1040.0|8.60|0.40
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1269  |D|1050.0|5.60|0.10
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1017  |D|1051.0|7.10|0.20
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1086  |D|1055.0|6.50|0.40
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1011  |D|1066.0|8.10|0.20
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1244  |D|1085.0|4.90|0.20
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1248  |D|1086.0|5.20|0.10
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-959  |D|1104.0|12.90|0.30
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1343  |D|1137.0|6.90|0.20
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-990  |D|1146.0|8.50|0.30
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1062  |D|1168.0|7.00|0.30
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-947  |D|1173.0|8.40|0.30
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-917  |D|1183.0|7.00|0.30
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-927  |D|1221.0|6.30|0.30
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1113  |D|1262.0|5.80|0.30
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1063  |D|1352.0|6.80|0.30
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-953  |D|1366.0|7.60|0.30
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1257  |D|1401.0|5.20|0.20
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1282  |D|1401.0|10.50|0.20
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1256  |D|1410.0|7.00|0.10
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1312  |D|1411.0|7.00|0.20
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1306  |D|1416.0|7.20|0.10
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1349  |D|1417.0|5.40|0.20
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-909  |D|1423.0|5.60|0.20
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1094  |D|1438.0|6.50|0.30
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1010  |D|1448.0|5.70|0.10
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1073  |D|1482.0|4.80|0.40
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-944  |D|1660.0|8.50|0.20
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1355  |D|1691.0|6.30|0.20
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1266  |D|1702.0|7.70|0.10
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1087  |D|1730.0|8.40|0.40
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1002  |D|1740.0|8.30|0.20
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-912  |D|1759.0|6.00|0.40
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1362  |D|1766.0|4.70|0.10
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1008  |D|1780.0|9.10|0.30
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1016  |D|1795.0|4.90|0.30
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1123  |D|1827.0|5.00|0.40
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1316  |D|1837.0|9.00|0.20
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1136  |D|1844.0|6.70|0.40
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-946  |D|1873.0|6.20|0.30
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1084  |D|1875.0|6.10|0.20
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1052  |D|2538.0|7.30|0.50
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-961  |D|2556.0|5.70|0.20
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-902  |D|2570.0|6.20|0.20
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-981  |D|2601.0|7.30|0.30
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1000  |D|2603.0|6.60|0.20
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1291  |D|2629.0|7.90|0.20
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-945  |D|2637.0|8.80|0.20
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1307  |D|2639.0|6.10|0.20
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-970  |D|2649.0|7.10|0.30
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1029  |D|2678.0|6.30|0.20
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-971  |D|2697.0|5.60|0.20
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1285  |D|2699.0|7.40|0.20
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-958  |D|2712.0|6.00|0.30
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1081  |D|2735.0|5.10|0.20
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1260  |D|2740.0|5.10|0.20
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1099  |D|2753.0|5.60|0.30
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1078  |D|2929.0|5.20|0.30
Payne et al., 2016 LITHOS|Wang et al. (2009)| M0-1224  |D|2929.0|6.30|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|p11-104|D|155.0|4.60|0.40
Payne et al., 2016 LITHOS|Wang et al. (2011)|p11-135|D|173.0|3.90|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|p11-120|D|217.0|7.90|0.40
Payne et al., 2016 LITHOS|Wang et al. (2011)|p11-116|D|263.0|5.30|0.30
Payne et al., 2016 LITHOS|Wang et al. (2011)|pll-140|D|266.0|7.40|0.40
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-563|D|280.0|9.80|0.30
Payne et al., 2016 LITHOS|Wang et al. (2011)|vgt-083|D|289.0|5.50|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|vgt-137|D|298.0|6.50|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|p11-131|D|306.0|8.30|0.40
Payne et al., 2016 LITHOS|Wang et al. (2011)|vgt-104|D|319.0|5.50|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|vgt-143|D|340.0|5.90|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-550|D|341.0|8.10|0.40
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-353|D|343.0|6.90|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|vgt-090|D|345.0|4.00|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|vgt-141|D|345.0|8.00|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-439|D|345.0|6.30|0.40
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-489|D|347.0|5.50|0.40
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-436|D|349.0|5.40|0.40
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-399|D|351.0|5.40|0.40
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-507|D|351.0|6.60|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|vgt-079|D|352.0|6.60|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|vgt-089|D|352.0|6.50|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|vgt-092|D|353.0|6.00|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|vgt-084|D|354.0|5.20|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-543|D|354.0|5.20|0.40
Payne et al., 2016 LITHOS|Wang et al. (2011)|vgt-139|D|355.0|7.80|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|vgt-103|D|357.0|5.60|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-470|D|357.0|6.30|0.40
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-516|D|359.0|7.00|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|vgt-107|D|360.0|3.30|0.30
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-560|D|426.0|11.90|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-531|D|430.0|8.40|0.40
Payne et al., 2016 LITHOS|Wang et al. (2011)|sey-70|D|440.0|7.30|0.60
Payne et al., 2016 LITHOS|Wang et al. (2011)|sey-21|D|444.0|5.10|0.60
Payne et al., 2016 LITHOS|Wang et al. (2011)|sey-69|D|450.0|9.70|0.60
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-441|D|451.0|4.80|0.40
Payne et al., 2016 LITHOS|Wang et al. (2011)|sey-54|D|452.0|7.30|0.60
Payne et al., 2016 LITHOS|Wang et al. (2011)|sey-05|D|454.0|7.00|0.60
Payne et al., 2016 LITHOS|Wang et al. (2011)|sey-71|D|457.0|11.00|0.60
Payne et al., 2016 LITHOS|Wang et al. (2011)|sey-01|D|482.0|5.00|0.60
Payne et al., 2016 LITHOS|Wang et al. (2011)|sey-03|D|483.0|6.80|0.60
Payne et al., 2016 LITHOS|Wang et al. (2011)|sey-15|D|489.0|4.40|0.60
Payne et al., 2016 LITHOS|Wang et al. (2011)|sey-52|D|514.0|6.50|0.60
Payne et al., 2016 LITHOS|Wang et al. (2011)|sey-11|D|517.0|5.60|0.60
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-512|D|521.0|6.60|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-457|D|988.0|5.80|0.40
Payne et al., 2016 LITHOS|Wang et al. (2011)|vgt-146|D|1031.0|6.10|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|vgt-100|D|1038.0|6.80|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|p11-102|D|1043.0|7.20|0.40
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-434|D|1045.0|6.50|0.40
Payne et al., 2016 LITHOS|Wang et al. (2011)|vgt-071|D|1046.0|5.90|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-323|D|1049.0|5.40|0.40
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-565|D|1061.0|8.60|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|vgt-096|D|1119.0|6.40|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|vgt-142|D|1125.0|7.30|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-549|D|1144.0|8.10|0.40
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-448|D|1146.0|5.10|0.40
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-164|D|1152.0|8.50|0.60
Payne et al., 2016 LITHOS|Wang et al. (2011)|vgt-080|D|1160.0|8.90|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-514|D|1208.0|6.70|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-384|D|1218.0|6.50|0.40
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-366|D|1225.0|4.80|0.40
Payne et al., 2016 LITHOS|Wang et al. (2011)|vgt-082|D|1246.0|5.20|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|DNt-216|D|1453.0|6.90|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|pll-141|D|1483.0|4.80|0.40
Payne et al., 2016 LITHOS|Wang et al. (2011)|DNt-166|D|1490.0|6.30|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|DNt-222|D|1500.0|6.40|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-432|D|1505.0|4.70|0.40
Payne et al., 2016 LITHOS|Wang et al. (2011)|vgt-138|D|1539.0|9.10|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-510|D|1553.0|6.40|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-236|D|1558.0|7.10|0.60
Payne et al., 2016 LITHOS|Wang et al. (2011)|DNt-201|D|1647.0|8.80|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|DNt-210|D|1647.0|8.00|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|DNt-242|D|1650.0|4.20|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|DNt-188|D|1652.0|5.10|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|DNt-189|D|1660.0|4.70|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|DNt-209|D|1660.0|8.70|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|DNt-240|D|1665.0|4.50|0.30
Payne et al., 2016 LITHOS|Wang et al. (2011)|DNt-202|D|1674.0|6.90|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|DNt-199|D|1680.0|4.00|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|DNt-196|D|1687.0|4.40|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|DNt-208|D|1693.0|11.60|0.10
Payne et al., 2016 LITHOS|Wang et al. (2011)|vgt-091|D|1693.0|5.30|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|vgt-077|D|1750.0|5.10|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-547|D|1758.0|6.50|0.40
Payne et al., 2016 LITHOS|Wang et al. (2011)|pll-149|D|1758.0|5.10|0.30
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-518|D|1768.0|6.00|0.30
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-182|D|1772.0|7.00|0.60
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-438|D|1784.0|4.80|0.40
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-552|D|1784.0|5.90|0.40
Payne et al., 2016 LITHOS|Wang et al. (2011)|sey-62|D|1791.0|5.20|0.60
Payne et al., 2016 LITHOS|Wang et al. (2011)|vgt-129|D|1801.0|6.80|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-321|D|1802.0|3.80|0.40
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-468|D|1802.0|4.70|0.40
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-525|D|1806.0|2.40|0.50
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-260|D|1808.0|6.70|0.60
Payne et al., 2016 LITHOS|Wang et al. (2011)|lnt-065d|D|1820.0|6.80|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-435|D|1820.0|6.10|0.40
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-462|D|1820.0|5.10|0.40
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-556|D|1822.0|5.50|0.30
Payne et al., 2016 LITHOS|Wang et al. (2011)|lnt-020d|D|1837.0|4.70|0.30
Payne et al., 2016 LITHOS|Wang et al. (2011)|lnt-004d|D|1841.0|6.20|0.30
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-572|D|1842.0|9.80|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-506|D|1843.0|5.10|0.40
Payne et al., 2016 LITHOS|Wang et al. (2011)|p11-114|D|1843.0|4.40|0.30
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-459|D|1845.0|4.40|0.40
Payne et al., 2016 LITHOS|Wang et al. (2011)|lnt-029d|D|1846.0|6.60|3.50
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-398|D|1847.0|4.50|0.40
Payne et al., 2016 LITHOS|Wang et al. (2011)|vgt-098|D|1852.0|7.00|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|lnt-036d|D|1858.0|6.70|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|pll-156|D|1861.0|5.10|0.30
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-301|D|1863.0|3.00|0.50
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-356|D|1863.0|4.10|0.30
Payne et al., 2016 LITHOS|Wang et al. (2011)|lnt-080d|D|1865.0|1.10|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|lnt-049d|D|1869.0|6.80|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|pll-144|D|1873.0|5.00|0.30
Payne et al., 2016 LITHOS|Wang et al. (2011)|vgt-122|D|1874.0|7.40|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|p11-133|D|1875.0|11.30|0.50
Payne et al., 2016 LITHOS|Wang et al. (2011)|lnt-042d|D|1878.0|7.00|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|lnt-117d|D|1879.0|5.80|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|pll-157|D|1879.0|3.30|0.30
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-539|D|1881.0|7.60|0.40
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-292|D|1886.0|7.10|0.60
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-368|D|1888.0|3.30|0.40
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-474|D|1890.0|4.20|0.40
Payne et al., 2016 LITHOS|Wang et al. (2011)|p11-118|D|1894.0|7.60|0.40
Payne et al., 2016 LITHOS|Wang et al. (2011)|VGt-571|D|1903.0|5.00|0.20
Payne et al., 2016 LITHOS|Wang et al. (2011)|p11-113|D|1908.0|9.50|0.50
Payne et al., 2016 LITHOS|Wang et al. (2011)|lnt-012d|D|1916.0|4.60|0.40
